"","symbol"
"5153","GAB1"
"5154","ARNTL2-AS1"
"5155","DDX39B-AS1"
"5156","GNG2"
"5157","CACNG8"
"5158","LRMDA"
"5159","KIAA0319"
"5160","H3C1"
"5161","TMPPE"
"5162","GLB1L"
"5163","ZFP91P1"
"5164","WDSUB1"
"5165","LOC100507283"
"5166","ZNF597"
"5167","LOC101928093"
"5168","ACMSD"
"5169","RIPPLY3"
"5170","HNRNPA1P48"
"5171","MTCO3P29"
"5172","RNF180"
"5173","GZMM"
"5174","ANKUB1"
"5175","LOC100506282"
"5176","ZNF93"
"5177","POU3F2"
"5178","VTRNA1-2"
"5179","SLC7A11"
"5180","SEMA3G"
"5181","CORO6"
"5182","LINC01910"
"5183","MIP"
"5184","GFOD1"
"5185","APOBEC3H"
"5186","MEI4"
"5187","FANK1"
"5188","TMEM170B"
"5189","BEST2"
"5190","TIGD3"
"5191","BCL2"
"5192","SYTL3"
"5193","LAT2"
"5194","KCNQ5"
"5195","EID3"
"5196","NUP50-DT"
"5197","TMC7"
"5198","C4orf33"
"5199","PTPRC"
"5200","ZNF485"
"5201","DOK3"
"5202","UBAP1L"
"5203","TLCD2"
"5204","RGS22"
"5205","SEZ6"
"5206","PRDM5"
"5207","ZNF14"
"5208","CYP4F2"
"5209","TMEM231"
"5210","F13A1"
"5211","POU5F1P3"
"5212","IGFL2"
"5213","UHRF1BP1L-DT"
"5214","PPP1R14B-AS1"
"5215","AKAP5"
"5216","LYNX1-SLURP2"
"5217","DIXDC1"
"5218","GABRB3"
"5219","IQCH"
"5220","CBLB"
"5221","TM6SF1"
"5222","ARID3B"
"5223","CWF19L2"
"5224","ADAMTS10"
"5225","GAS8-AS1"
"5226","WBP1"
"5227","PLCE1-AS1"
"5228","ART4"
"5229","KIF6"
"5230","SNAI3-AS1"
"5231","LOC100131635"
"5232","MPP4"
"5233","LY6G5C"
"5234","LOC101929586"
"5235","ZNF671"
"5236","CLDN9"
"5237","KCNJ2"
"5238","PKP2"
"5239","TMPRSS7"
"5240","ATRNL1"
"5241","BCL2L2-PABPN1"
"5242","ST7-AS2"
"5243","RHBDF1P1"
"5244","SCNN1D"
"5245","FRZB"
"5246","APOL3"
"5247","LOC401127"
"5248","BAZ1A-AS1"
"5249","CDC14A"
"5250","LINC02158"
"5251","RDH5"
"5252","H4-16"
"5253","OXSM"
"5254","CEND1"
"5255","PHBP9"
"5256","LOC100128398"
"5257","TMEM17"
"5258","ATP8A1"
"5259","FAM72A"
"5260","LYRM9"
"5261","LRRC1"
"5262","ST3GAL4"
"5263","MRPL1"
"5264","LOC105371485"
"5265","ASCL5"
"5266","SELPLG"
"5267","IGSF22"
"5268","IFFO1"
"5269","RNF103-CHMP3"
"5270","AMHR2"
"5271","EFEMP1"
"5272","CATSPERG"
"5273","PRDM1"
"5274","TTC6"
"5275","ANKRD20A11P"
"5276","FAM227B"
"5277","C9orf72"
"5278","NHLH2"
"5279","PPP1R26P1"
"5280","PCSK1N"
"5281","ZNF850"
"5282","MYRIP"
"5283","NMU"
"5284","SHC4"
"5285","FAM135B"
"5286","ARHGAP44"
"5287","PTGER3"
"5288","RPL39L"
"5289","LOC283710"
"5290","WNT2B"
"5291","LOC105378208"
"5292","GFAP"
"5293","BCDIN3D-AS1"
"5294","HRCT1"
"5295","MIR3189"
"5296","CFAP69"
"5297","NRG3"
"5298","TNKS2-AS1"
"5299","PRANCR"
"5300","RFTN1"
"5301","TAS2R5"
"5302","MIR616"
"5303","DPY19L2"
"5304","MTND1P8"
"5305","TREX2"
"5306","LOC101929748"
"5307","TPSG1"
"5308","MCC"
"5309","RD3"
"5310","HLA-DOB"
"5311","LINC00862"
"5312","BCAR4"
"5313","SYCE1L"
"5314","PRKCQ"
"5315","CNTNAP3C"
"5316","TMEM51-AS1"
"5317","LOC100287944"
"5318","TMEM232"
"5319","PCDHA11"
"5320","LINC01123"
"5321","CDK5R2"
"5322","LINC02889"
"5323","ITGA6-AS1"
"5324","PIWIL2"
"5325","GUCY1A1"
"5326","SLC25A34"
"5327","NPL"
"5328","USP2"
"5329","PCYT1B"
"5330","GSAP"
"5331","TRDMT1"
"5332","ZFP57"
"5333","DMAC2L"
"5334","PTGER2"
"5335","RFXAP"
"5336","UBE2D3-AS1"
"5337","KLHL3"
"5338","NUTM2E"
"5339","MDH1B"
"5340","TRAPPC2B"
"5341","LINC01275"
"5342","CPEB3"
"5343","MTCP1"
"5344","EML6"
"5345","MAD1L1"
"5346","RPL23P2"
"5347","IZUMO1R"
"5348","WDFY3-AS1"
"5349","SYNE4"
"5350","ZIC5"
"5351","PRDX6-AS1"
"5352","ZCWPW2"
"5353","LINC01572"
"5354","FGB"
"5355","EML2-AS1"
"5356","PIP5KL1"
"5357","TEN1"
"5358","RNF139-AS1"
"5359","LHFPL4"
"5360","RNASEK"
"5361","ZSCAN12"
"5362","FAM87A"
"5363","CNN1"
"5364","PCDHGB6"
"5365","EDA"
"5366","RNF31"
"5367","PDPK2P"
"5368","ZNF665"
"5369","DRC7"
"5370","NAT16"
"5371","TAFA2"
"5372","BMPR1B"
"5373","GRIN2A"
"5374","ST6GALNAC3"
"5375","EGR4"
"5376","LINC01948"
"5377","FSD2"
"5378","KRT18P31"
"5379","TGM5"
"5380","LOC101928909"
"5381","RAB41"
"5382","IL23A"
"5383","LINC01564"
"5384","AMIGO2"
"5385","ZNF774"
"5386","CYP39A1"
"5387","ZNF552"
"5388","ZNF846"
"5389","TNNI1"
"5390","NR1H4"
"5391","GABRD"
"5392","FBXL2"
"5393","CEP85L"
"5394","MST1L"
"5395","DNAH7"
"5396","TREH"
"5397","BMS1P4"
"5398","SLC30A4"
"5399","LRRC28"
"5400","CHGA"
"5401","UCA1"
"5402","GP1BA"
"5403","RPL22P19"
"5404","LINC01659"
"5405","HMBOX1"
"5406","LOC339666"
"5407","ARHGAP28"
"5408","DARS1-AS1"
"5409","RASGRP4"
"5410","C5AR1"
"5411","HS1BP3-IT1"
"5412","CFAP74"
"5413","CT75"
"5414","HOXB-AS1"
"5415","LINC00886"
"5416","SCN8A"
"5417","EPM2A"
"5418","TIGD6"
"5419","CCDC33"
"5420","GPSM3"
"5421","TMEM144"
"5422","TRIM7"
"5423","FAM227A"
"5424","LOC105370854"
"5425","NME5"
"5426","MIRLET7BHG"
"5427","OGFR-AS1"
"5428","MIR9-1HG"
"5429","ALOX12-AS1"
"5430","H3C12"
"5431","SEPTIN7P14"
"5432","MTRNR2L4"
"5433","KIZ"
"5434","FLJ42969"
"5435","KCND3"
"5436","CYB5D1"
"5437","RPSAP5"
"5438","OXNAD1"
"5439","LINC01508"
"5440","ATP8"
"5441","GKAP1"
"5442","ZNF230-DT"
"5443","GNG4"
"5444","DPYD-AS1"
"5445","PSMB10"
"5446","RAB3A"
"5447","EPB41L4A-DT"
"5448","RAC3"
"5449","LINC00571"
"5450","CFAP91"
"5451","PTPRN"
"5452","UNC5B-AS1"
"5453","SCART1"
"5454","C9orf152"
"5455","PCDHGA6"
"5456","SCN1A"
"5457","UBE3D"
"5458","RARB"
"5459","MIR3190"
"5460","RASAL1"
"5461","MRPL23-AS1"
"5462","C8orf37"
"5463","RPL29P1"
"5464","MIR5188"
"5465","COL18A1-AS1"
"5466","SH2D2A"
"5467","PARVB"
"5468","NTRK1"
"5469","NPY6R"
"5470","PPP2R2B"
"5471","LOC100420981"
"5472","DYNC1I1"
"5473","FOXP2"
"5474","MREG"
"5475","CSPG5"
"5476","GAREM2"
"5477","LENG8-AS1"
"5478","RPSAP31"
"5479","ZSCAN5A"
"5480","AGAP12P"
"5481","HDAC8"
"5482","HMCN1"
"5483","TFAP2E"
"5484","PARM1"
"5485","TRIML2"
"5486","PRORSD1P"
"5487","DDX59-AS1"
"5488","NDP"
"5489","LOC100129434"
"5490","CSPG4"
"5491","CLCN4"
"5492","ANKLE1"
"5493","ADORA2A-AS1"
"5494","CFP"
"5495","KBTBD11"
"5496","IL12B"
"5497","SNORA79B"
"5498","FAT4"
"5499","LOC105371430"
"5500","PGBD2"
"5501","FOXI1"
"5502","HTR1D"
"5503","SBSN"
"5504","ZKSCAN8P2"
"5505","TMEM117"
"5506","PCDH12"
"5507","RENBP"
"5508","JMJD7-PLA2G4B"
"5509","PSMA2"
"5510","RN7SL473P"
"5511","PCDHGB8P"
"5512","LOC105373170"
"5513","TTLL6"
"5514","LINC01391"
"5515","INAFM1"
"5516","NUDT13"
"5517","CLIC3"
"5518","ANO4"
"5519","MIR4653"
"5520","H2AC9P"
"5521","CNFN"
"5522","HIRA"
"5523","SGO1-AS1"
"5524","DOCK8-AS1"
"5525","HGD"
"5526","WASH5P"
"5527","TLR5"
"5528","SPX"
"5529","RAB38"
"5530","TREM2"
"5531","RMDN2"
"5532","KCNK2"
"5533","NAP1L3"
"5534","MIAT"
"5535","NLGN3"
"5536","GALNT14"
"5537","TMTC2"
"5538","TAS1R3"
"5539","MERTK"
"5540","ACSM5"
"5541","ESPN"
"5542","MYO1D"
"5543","H3C2"
"5544","ELMO1"
"5545","NOS3"
"5546","BICDL2"
"5547","PHYHD1"
"5548","ITGA9-AS1"
"5549","TNFRSF18"
"5550","RPS12P28"
"5551","RN7SL600P"
"5552","EGFLAM"
"5553","SLC13A4"
"5554","TAPT1-AS1"
"5555","FGF8"
"5556","LOC105375501"
"5557","TEX19"
"5558","PAX6"
"5559","ERN2"
"5560","TTLL9"
"5561","MARVELD3"
"5562","TIMM23B-AGAP6"
"5563","CYP51A1"
"5564","ZNF844"
"5565","GJB2"
"5566","DHPS"
"5567","SCAANT1"
"5568","ACTL8"
"5569","LINC01182"
"5570","LINC01511"
"5571","ESRRG"
"5572","GFPT2"
"5573","RSL1D1-DT"
"5574","CERS1"
"5575","MIR200B"
"5576","ACSM2A"
"5577","CYP26B1"
"5578","HAVCR2"
"5579","FAAH2"
"5580","PER3"
"5581","RN7SL113P"
"5582","NFE2L1-DT"
"5583","LINC01465"
"5584","KCNN2"
"5585","DACT3"
"5586","EIF2AK3-DT"
"5587","NMNAT2"
"5588","C12orf40"
"5589","RNVU1-15"
"5590","FGF14-AS2"
"5591","KRT23"
"5592","LOC100506302"
"5593","KRT17"
"5594","MMP16"
"5595","SLC44A3-AS1"
"5596","C3"
"5597","SERPINB7"
"5598","FMC1"
"5599","CGB7"
"5600","SNHG9"
"5601","ERVH48-1"
"5602","ZNF528-AS1"
"5603","LINC02897"
"5604","CCDC38"
"5605","FNDC8"
"5606","IGF2BP1"
"5607","PRORP"
"5608","HLA-Z"
"5609","TSHZ3"
"5610","CA8"
"5611","FLJ16779"
"5612","TFAP2C"
"5613","FMO4"
"5614","SMIM38"
"5615","DNASE1L2"
"5616","HPX"
"5617","SULT1A3"
"5618","HRH1"
"5619","ZNF684"
"5620","CPB2"
"5621","LOC729654"
"5622","C11orf71"
"5623","RPS12P2"
"5624","COL18A1-AS2"
"5625","LINC00240"
"5626","NRL"
"5627","LOC105369147"
"5628","MYOZ3"
"5629","TNNT2"
"5630","DNAAF10"
"5631","FBXO15"
"5632","HOXA7"
"5633","GRIN3A"
"5634","HPN"
"5635","CCDC192"
"5636","CSF3"
"5637","CARS1-AS1"
"5638","HLF"
"5639","RPS4XP16"
"5640","HS3ST3B1"
"5641","IQCH-AS1"
"5642","H2BC7"
"5643","FZD9"
"5644","ALDH1A2"
"5645","GUSBP2"
"5646","FBXO36"
"5647","BAALC"
"5648","MIR6080"
"5649","LINC02809"
"5650","NAP1L2"
"5651","LOC105374989"
"5652","ZGLP1"
"5653","AQP5-AS1"
"5654","RPL7AP45"
"5655","STX1B"
"5656","AATBC"
"5657","SIRT4"
"5658","GPR199P"
"5659","CCDC154"
"5660","C1orf194"
"5661","IL3RA"
"5662","SYNE2"
"5663","EMILIN1"
"5664","TRAF3IP3"
"5665","SLC10A7"
"5666","CSE1L-AS1"
"5667","PRKN"
"5668","ZXDA"
"5669","TMEM191B"
"5670","ARMH4"
"5671","KCNQ1"
"5672","PKD2L1"
"5673","ZNF521"
"5674","MID1"
"5675","DPEP2NB"
"5676","RFPL3"
"5677","MT1F"
"5678","CLDN22"
"5679","TCEANC2"
"5680","IL27RA"
"5681","WDPCP"
"5682","NLRC5"
"5683","KIF5A"
"5684","HSPB9"
"5685","CELP"
"5686","LRRC37A3"
"5687","CAPN9"
"5688","FMNL1-DT"
"5689","C2CD4A"
"5690","IGHG4"
"5691","H2AC19"
"5692","ALKBH8"
"5693","ZNF682"
"5694","C1QTNF4"
"5695","BMS1P1"
"5696","RNF150"
"5697","SIRPB2"
"5698","ADH6"
"5699","IL1RN"
"5700","SLC17A9"
"5701","SLC52A1"
"5702","RAD9B"
"5703","MYH3"
"5704","APOBEC3D"
"5705","LIFR-AS1"
"5706","RPS15AP36"
"5707","ZBTB7C"
"5708","ZMYM4-AS1"
"5709","TMC4"
"5710","TRPM5"
"5711","PYGO1"
"5712","SDR9C7"
"5713","FHDC1"
"5714","U2AF1"
"5715","SLC6A16"
"5716","AGAP6"
"5717","LINC01970"
"5718","CPNE4"
"5719","TMED6"
"5720","ANKHD1-EIF4EBP3"
"5721","HERC6"
"5722","ADGRL1-AS1"
"5723","SLC7A8"
"5724","PLEKHO1"
"5725","C7orf61"
"5726","TMEM220"
"5727","CARD11"
"5728","NECAB1"
"5729","RIMKLA"
"5730","INCA1"
"5731","TENM1"
"5732","TMEM71"
"5733","LHX4"
"5734","LCAL1"
"5735","STMN1"
"5736","PIGR"
"5737","WDFY3-AS2"
"5738","SPARC"
"5739","PCDHGB7"
"5740","MMP21"
"5741","MILR1"
"5742","TNFRSF9"
"5743","FAM83E"
"5744","SLC9A9"
"5745","ITGB1BP2"
"5746","GAS1"
"5747","DPP4-DT"
"5748","SEC14L5"
"5749","CLTRN"
"5750","NFASC"
"5751","AUNIP"
"5752","FAM209A"
"5753","HHLA2"
"5754","SOBP"
"5755","GPNMB"
"5756","NT5DC4"
"5757","BEGAIN"
"5758","MRPS24"
"5759","RNU6-703P"
"5760","CALCRL"
"5761","OMA1"
"5762","BRSK2"
"5763","GNG3"
"5764","CCDC102B"
"5765","CTXN2"
"5766","RNA5SP155"
"5767","TTLL7"
"5768","ZNF860"
"5769","TPRG1LP1"
"5770","BTBD8"
"5771","ZNF214"
"5772","ODAD4"
"5773","LINC01612"
"5774","PRPH"
"5775","GFRA1"
"5776","THBS4"
"5777","RBM12B-AS1"
"5778","NOX3"
"5779","FBLL1"
"5780","ERP27"
"5781","COL9A2"
"5782","CXCR2"
"5783","MYBPHL"
"5784","ZNF385B"
"5785","LINC00628"
"5786","STRA6"
"5787","GLT8D2"
"5788","LINC01111"
"5789","CLUL1"
"5790","UBE2FP3"
"5791","ZNF296"
"5792","PHEX"
"5793","RN7SL219P"
"5794","AKAP6"
"5795","LOC283683"
"5796","RNF183"
"5797","DCDC1"
"5798","PSME2P1"
"5799","TMSB15A"
"5800","RPL34P5"
"5801","HSD17B14"
"5802","SMIM27"
"5803","PCAT6"
"5804","LINC01869"
"5805","SLC28A2"
"5806","PRR29-AS1"
"5807","RDH10-AS1"
"5808","LZTS1"
"5809","FRAT1"
"5810","SLC39A2"
"5811","PDE4DIPP6"
"5812","SLC25A48"
"5813","MEIS1"
"5814","ATP1A3"
"5815","ANKRD35"
"5816","ABCC6P1"
"5817","TRIM54"
"5818","SLC11A1"
"5819","BEX5"
"5820","CCNP"
"5821","LOC554249"
"5822","PRR16"
"5823","LHFPL3-AS2"
"5824","KCNK12"
"5825","BRSK1"
"5826","FNTB"
"5827","VLDLR-AS1"
"5828","CBLN2"
"5829","IGSF10"
"5830","LOC102724238"
"5831","LBHD2"
"5832","PEX7"
"5833","PTPDC1"
"5834","FAM86C2P"
"5835","LTK"
"5836","OTP"
"5837","ENTPD3-AS1"
"5838","ANKRD18EP"
"5839","CYP2T1P"
"5840","ASF1B"
"5841","TTC41P"
"5842","CFAP54"
"5843","LINC02043"
"5844","ARHGEF6"
"5845","LINC02547"
"5846","STC2"
"5847","FAM86B1"
"5848","H2AC12"
"5849","PIN1-DT"
"5850","RASGRP2"
"5851","SPEF2"
"5852","TRIM10"
"5853","ZBTB20"
"5854","MUC12-AS1"
"5855","ALDH1L1-AS1"
"5856","LOC100996419"
"5857","UBE2V1"
"5858","HADHAP1"
"5859","LINC01451"
"5860","HTR7P1"
"5861","DENND2C"
"5862","ZBED3-AS1"
"5863","TK1"
"5864","LINC01137"
"5865","DNAH6"
"5866","GSN-AS1"
"5867","ITGB7"
"5868","IZUMO4"
"5869","JAKMIP2"
"5870","B3GALT1"
"5871","GP6"
"5872","C6orf52"
"5873","DLGAP3"
"5874","OSCP1"
"5875","LRP4"
"5876","RIBC1"
"5877","UBE2C"
"5878","ARSG"
"5879","SPNS1"
"5880","NPW"
"5881","H3C3"
"5882","CASZ1"
"5883","MYH15"
"5884","ANXA8"
"5885","VTI1BP4"
"5886","CATIP-AS1"
"5887","CALHM1"
"5888","LCP1"
"5889","GALNT3"
"5890","UBE2Q2P1"
"5891","C9orf131"
"5892","ANKRD40CL"
"5893","SERPINA10"
"5894","CCL28"
"5895","L3MBTL1"
"5896","PEAK3"
"5897","CA5B"
"5898","DDC-AS1"
"5899","ZNF410"
"5900","SMIM5"
"5901","GHR"
"5902","EDAR"
"5903","LINC01460"
"5904","LOC100419700"
"5905","LOC100422317"
"5906","PINLYP"
"5907","APCS"
"5908","MYO16"
"5909","IP6K3"
"5910","FRG1-DT"
"5911","CERKL"
"5912","N4BP2L2-IT2"
"5913","LOC101927420"
"5914","ST8SIA4"
"5915","LOC441204"
"5916","KBTBD3"
"5917","BICD1-AS1"
"5918","CYP1A1"
"5919","DDN-AS1"
"5920","NALCN-AS1"
"5921","LIF-AS1"
"5922","IGSF11"
"5923","SEMA4A"
"5924","POM121L9P"
"5925","ZNF674"
"5926","DSEL-AS1"
"5927","OSBPL3"
"5928","LINC02560"
"5929","SGCG"
"5930","INTS6-AS1"
"5931","NGFR-AS1"
"5932","ZNF98"
"5933","AGAP5"
"5934","SYT3"
"5935","SCARF1"
"5936","LINC00239"
"5937","ADGRL3"
"5938","NOP2"
"5939","RAG2"
"5940","NYAP2"
"5941","CAVIN4"
"5942","MIR6832"
"5943","RSAD2"
"5944","ATOH7"
"5945","MGAT3"
"5946","AOC4P"
"5947","LOC101928415"
"5948","ATP6V0C"
"5949","RPS11P5"
"5950","VEGFC"
"5951","TLL1"
"5952","LNCOG"
"5953","HDAC10"
"5954","ACP4"
"5955","C10orf105"
"5956","MTDHP1"
"5957","LOC100421091"
"5958","MTOR-AS1"
"5959","CFAP251"
"5960","HSPB6"
"5961","ANKRD61"
"5962","H2BC15"
"5963","IL10RA"
"5964","ZSCAN4"
"5965","ST20-MTHFS"
"5966","RPS2P50"
"5967","RRS1-AS1"
"5968","ZNF876P"
"5969","RTL9"
"5970","LEFTY3"
"5971","TUBG1P"
"5972","SPATA17-AS1"
"5973","ILDR1"
"5974","EVA1A-AS"
"5975","HHATL-AS1"
"5976","LOC100419977"
"5977","PRDM12"
"5978","ODF3L1"
"5979","CCDC13-AS1"
"5980","CRYBA1"
"5981","FAM81B"
"5982","RAPGEF4"
"5983","LOC645967"
"5984","CACNA1G"
"5985","KCNIP3"
"5986","ADRA1B"
"5987","NMRAL2P"
"5988","GGT1"
"5989","FRMPD2"
"5990","GPR35"
"5991","LOC107985772"
"5992","MIR3176"
"5993","GYG2P2"
"5994","FBXO2"
"5995","FGF7P6"
"5996","LGR6"
"5997","LINC01315"
"5998","SNAP23P1"
"5999","ADCY10"
"6000","DGAT2L7P"
"6001","LINC02454"
"6002","PCDHB4"
"6003","MFSD2A"
"6004","MUC5AC"
"6005","HPSE"
"6006","THPO"
"6007","RN7SL146P"
"6008","KRT8P33"
"6009","SUGT1-DT"
"6010","PIGBOS1"
"6011","CCDC30"
"6012","NGB"
"6013","ZFAT-AS1"
"6014","IGSF6"
"6015","LINC00954"
"6016","SV2B"
"6017","TTC12-DT"
"6018","EHD3"
"6019","LOC100887080"
"6020","CCDC146"
"6021","SSR4P1"
"6022","STAM-DT"
"6023","LEFTY1"
"6024","SNHG21"
"6025","RPL7AP34"
"6026","FAM13A"
"6027","C11orf94"
"6028","CCDC69"
"6029","RN7SL49P"
"6030","SH2D3C"
"6031","CCDC62"
"6032","RPL7P19"
"6033","FREM1"
"6034","ELL3"
"6035","SYPL1P2"
"6036","CDKL3"
"6037","LINC00939"
"6038","CARNS1"
"6039","PRSS53"
"6040","GPC3"
"6041","ICA1L"
"6042","PDK3"
"6043","PPP1R27"
"6044","FAM21FP"
"6045","FNDC11"
"6046","SMARCA1"
"6047","ATXN7"
"6048","DLG2"
"6049","C6"
"6050","IRAK3"
"6051","RN7SL472P"
"6052","TEN1-CDK3"
"6053","LINC01484"
"6054","TCTE1"
"6055","DCX"
"6056","LAPTM5"
"6057","CAMK1G"
"6058","DDX47"
"6059","LOC728196"
"6060","C10orf90"
"6061","COL20A1"
"6062","PDXDC2P-NPIPB14P"
"6063","CAGE1"
"6064","SAPCD1"
"6065","RAD54B"
"6066","NTNG2"
"6067","SNORA22B"
"6068","S1PR4"
"6069","HGFAC"
"6070","ZC3H12D"
"6071","JAM2"
"6072","TULP2"
"6073","UBL7-AS1"
"6074","DMC1"
"6075","SAMD13"
"6076","SLC12A8"
"6077","LAMP3"
"6078","ASPHD2"
"6079","KLRG1"
"6080","NTN3"
"6081","RBM14-RBM4"
"6082","TTLL1-AS1"
"6083","SUMO2P19"
"6084","CRTC3-AS1"
"6085","SOST"
"6086","CXorf58"
"6087","SLC38A3"
"6088","PTGER1"
"6089","RN7SL521P"
"6090","NEXN-AS1"
"6091","POLR2J2"
"6092","ZFP92"
"6093","ZNF577"
"6094","NPSR1-AS1"
"6095","SLPI"
"6096","LOC105371414"
"6097","LINC01352"
"6098","PTGDR2"
"6099","TLX2"
"6100","MME"
"6101","FAM184A"
"6102","ZNF20"
"6103","LINC01138"
"6104","C1QTNF8"
"6105","SPDYA"
"6106","ALG1L2"
"6107","KIAA1755"
"6108","OVOL1"
"6109","ZNF571"
"6110","GJB5"
"6111","MIR3944"
"6112","IL21R"
"6113","LMLN2"
"6114","GASK1B"
"6115","LHX3"
"6116","LOC101928489"
"6117","P3H2-AS1"
"6118","CGB8"
"6119","AFTPH-DT"
"6120","LCE1D"
"6121","PCP2"
"6122","EPX"
"6123","PTGES3L"
"6124","ARL6"
"6125","GPHA2"
"6126","PIR"
"6127","F10"
"6128","EMBP1"
"6129","WDR93"
"6130","MEMO1"
"6131","GPM6A"
"6132","JPH4"
"6133","HSPA2-AS1"
"6134","PBX4"
"6135","CRAT37"
"6136","UVRAG-DT"
"6137","MIR193A"
"6138","TSPAN8"
"6139","MASP1"
"6140","MTATP6P26"
"6141","PILRB"
"6142","RPS6KA6"
"6143","MATR3"
"6144","NEFL"
"6145","GFRA2"
"6146","CLIC5"
"6147","LOC100507384"
"6148","THSD7B"
"6149","ANKRD53"
"6150","AK8"
"6151","ULBP2"
"6152","RGS5"
"6153","RASIP1"
"6154","CCDC180"
"6155","ASAH2"
"6156","RTN1"
"6157","TMEM249"
"6158","CMPK2"
"6159","OBSCN-AS1"
"6160","C2"
"6161","UGT1A9"
"6162","LOC400627"
"6163","TMC8"
"6164","CCDC148"
"6165","TMEM74B"
"6166","RTP4"
"6167","FZD4-DT"
"6168","EIF1AX-AS1"
"6169","SMCO1"
"6170","SSTR5"
"6171","ZFP14"
"6172","LOC100421569"
"6173","RET"
"6174","CYLC1"
"6175","SLC17A4"
"6176","SPINT1"
"6177","STON1"
"6178","TPSP2"
"6179","ZNF519"
"6180","AGBL5-AS1"
"6181","LINC00622"
"6182","LINC02574"
"6183","FAM53A"
"6184","ISM1"
"6185","LOC441242"
"6186","IFI27"
"6187","SCRT1"
"6188","PAPPA-AS1"
"6189","MYLPF"
"6190","IL18R1"
"6191","KCNE4"
"6192","RNF225"
"6193","MIR3124"
"6194","LEF1-AS1"
"6195","NDUFV2"
"6196","MIR1260B"
"6197","CCDC26"
"6198","ARMC3"
"6199","CASP1"
"6200","ATXN2-AS"
"6201","GATA6-AS1"
"6202","LINC00525"
"6203","ARHGEF4"
"6204","LOC101927164"
"6205","SHISA3"
"6206","TESK2"
"6207","RNU1-70P"
"6208","DNMT3L"
"6209","OR7D2"
"6210","BRINP1"
"6211","MID2"
"6212","SNORD12C"
"6213","AKAP3"
"6214","MRPS31P5"
"6215","NPC1L1"
"6216","C20orf204"
"6217","ALDH8A1"
"6218","MIR149"
"6219","C10orf62"
"6220","EPS8L1"
"6221","TET1"
"6222","H4C4"
"6223","RPL15P4"
"6224","SLC16A8"
"6225","ABCA10"
"6226","CCDC184"
"6227","FNDC5"
"6228","OXCT1-AS1"
"6229","SCTR"
"6230","LTA"
"6231","EIF4EBP3"
"6232","LRIT3"
"6233","NTRK3"
"6234","TAS2R6P"
"6235","PROM1"
"6236","OPA1-AS1"
"6237","HECW1"
"6238","ZNF564"
"6239","CYP11B1"
"6240","CDK6-AS1"
"6241","KISS1"
"6242","NPPB"
"6243","GALNT9"
"6244","PCDHGB3"
"6245","PPP1R1A"
"6246","PCDHB3"
"6247","CORO2A"
"6248","SNX15"
"6249","MIR3680-1"
"6250","CCDC13"
"6251","AEBP1"
"6252","CXCR6"
"6253","LOC100129534"
"6254","IL31RA"
"6255","NEB"
"6256","ALPK3"
"6257","LOC102723701"
"6258","CCDC85A"
"6259","NKAIN1"
"6260","H2BC4"
"6261","KCNG3"
"6262","FMN2"
"6263","SWT1"
"6264","CFAP53"
"6265","AQP4"
"6266","ABHD14A-ACY1"
"6267","DUTP6"
"6268","PECAM1"
"6269","CCDC171"
"6270","CHTF8"
"6271","MIR3181"
"6272","CABP4"
"6273","UBE2L5"
"6274","SAMD15"
"6275","GABRP"
"6276","LOC102723335"
"6277","RFX4"
"6278","H1-6"
"6279","C20orf144"
"6280","RNF125"
"6281","SEMA3B-AS1"
"6282","PSME2P2"
"6283","GPC5"
"6284","TLX1NB"
"6285","C10orf143"
"6286","ATP2B1-AS1"
"6287","MIOX"
"6288","CD226"
"6289","TTC39B"
"6290","PCBP3"
"6291","SNORA55"
"6292","NRAD1"
"6293","NCAPD2P1"
"6294","ACRBP"
"6295","DAPK2"
"6296","LOC730098"
"6297","LOC100505978"
"6298","SLCO1B1"
"6299","LINC00299"
"6300","IL5"
"6301","NRAP"
"6302","MIR5587"
"6303","SNORD14A"
"6304","FAM90A1"
"6305","ZNF460-AS1"
"6306","LINC01942"
"6307","KRTAP5-1"
"6308","ADAMTS4"
"6309","PRRG1"
"6310","PACSIN1"
"6311","RN7SL574P"
"6312","SMIM1"
"6313","RYR3"
"6314","TMSB15B"
"6315","TMEM72"
"6316","H2AC8"
"6317","RAB40A"
"6318","INSYN1"
"6319","NEK10"
"6320","IGHG3"
"6321","CDO1"
"6322","ACKR2"
"6323","PABPN1L"
"6324","PHLDA1-DT"
"6325","ADAMTS16-DT"
"6326","RN7SL336P"
"6327","RNU7-111P"
"6328","TLCD3B"
"6329","FPR1"
"6330","SLIT3"
"6331","MAP1LC3B2"
"6332","PTPRN2"
"6333","FLJ22447"
"6334","BSN"
"6335","VPS13B-DT"
"6336","IL19"
"6337","LINC00460"
"6338","SNORA53"
"6339","REELD1"
"6340","SLITRK4"
"6341","RBAKDN"
"6342","IL12RB1"
"6343","PADI1"
"6344","SNORD63"
"6345","LOC105371855"
"6346","PRSS8"
"6347","ADH1C"
"6348","RPS10P1"
"6349","KRT18P34"
"6350","GUSBP9"
"6351","MTND5P28"
"6352","RNU6-487P"
"6353","NEBL-AS1"
"6354","LGI4"
"6355","MIR589"
"6356","CATSPERE"
"6357","FBXO16"
"6358","NCBP2L"
"6359","RN7SKP23"
"6360","DRP2"
"6361","PGK1P2"
"6362","LINC01409"
"6363","CTSLP2"
